customer,order,total_items,discount%,weekday,hour,Food%,Fresh%,Drinks%,Home%,Beauty%,Health%,Baby%,Pets%,num_orders,labels,class
15,135,0.14485165794066318,10.98,7,14,0.0,12.29,25.54,51.25,6.73,4.19,0.0,0.0,1.0,2,6
16,136,0.08202443280977312,14.0,5,13,0.0,51.12,28.3,20.58,0.0,0.0,0.0,0.0,1.0,1,2
17,137,0.3403141361256545,18.1,1,15,11.65,37.46,12.65,0.0,0.0,0.0,38.24,0.0,1.0,1,2
18,138,0.11413612565445028,17.449999999999996,6,12,19.776,45.038,21.022,10.374,3.792,0.0,0.0,0.0,5.0,1,2
19,143,0.16579406631762653,16.96,1,23,11.696666666666664,40.056666666666665,35.300000000000004,11.926666666666668,0.0,0.0,1.02,0.0,3.0,1,2
20,146,0.3054101221640489,3.94,2,9,30.215,13.69,21.270000000000003,20.725,0.0,7.99,6.115,0.0,2.0,8,3
21,148,0.10296684118673649,0.7875000000000001,3,20,28.737500000000004,0.0,30.5525,34.2,5.6425,0.0,0.8675,0.0,4.0,8,3
22,152,0.19022687609075045,2.1025,7,16,18.39,20.7125,21.3475,17.497500000000002,16.214999999999996,3.7,2.135,0.0,4.0,8,3
23,156,0.16579406631762653,0.0,4,23,6.98,84.96,8.06,0.0,0.0,0.0,0.0,0.0,1.0,1,2
24,157,0.06806282722513088,7.49,1,11,67.74,0.0,0.0,32.26,0.0,0.0,0.0,0.0,1.0,8,3
25,158,0.19895287958115185,4.8975,2,19,14.43,24.8275,21.915,23.435,10.2825,5.115,0.0,0.0,4.0,8,3
26,162,0.14485165794066318,0.0,1,18,6.88,0.0,24.65,43.58,3.7,0.0,0.0,21.19,1.0,2,6
27,163,0.13787085514834208,2.811666666666667,1,20,30.25833333333333,22.345,41.376666666666665,5.328333333333333,0.6916666666666668,0.0,0.0,0.0,6.0,8,3
28,169,0.029668411867364748,15.345,1,21,30.05,0.0,8.735,61.215,0.0,0.0,0.0,0.0,2.0,2,6
29,171,0.24723676556137286,7.77,5,12,18.225,13.985,15.951666666666666,20.13833333333333,4.751666666666666,0.0,26.94666666666667,0.0,6.0,8,3
30,177,0.15183246073298431,9.91,3,19,82.54,0.0,0.0,17.46,0.0,0.0,0.0,0.0,1.0,8,3
31,178,0.343804537521815,4.85,7,19,25.7,23.32,21.485,15.395,6.17,7.925,0.0,0.0,2.0,8,3
32,180,0.5287958115183246,2.78,1,23,23.13,17.26,40.4,6.15,4.68,5.16,3.2,0.0,1.0,8,3
33,181,0.18394415357766145,4.542,1,21,22.020000000000003,26.048,28.656,16.892,4.79,0.0,1.59,0.0,5.0,8,3
34,186,0.15881326352530542,25.95,1,12,22.27,0.0,51.86,6.15,0.0,19.72,0.0,0.0,1.0,9,5
35,187,0.1867364746945899,2.9325,2,20,34.12,0.0,31.1375,34.7425,0.0,0.0,0.0,0.0,4.0,8,3
36,191,0.2635253054101222,7.48,2,8,28.01,6.23,30.64,20.6,14.52,0.0,0.0,0.0,1.0,8,3
37,192,0.12623618382780685,13.663333333333334,3,8,8.296666666666667,0.0,0.0,45.28333333333333,40.943333333333335,5.476666666666667,0.0,0.0,3.0,0,0
38,195,0.13554392088423503,0.3366666666666666,4,12,17.539999999999996,9.273333333333332,56.71666666666667,13.46,3.01,0.0,0.0,0.0,3.0,5,1
40,199,0.45200698080279234,3.16,4,23,40.14,48.3,7.2,1.58,0.0,0.0,2.78,0.0,1.0,1,2
41,200,0.25654450261780104,20.261818181818185,1,13,28.030909090909088,39.91272727272728,13.62,7.469090909090909,8.094545454545456,2.8736363636363635,0.0,0.0,11.0,4,7
42,211,0.23001745200698082,6.662000000000001,1,2,17.772,24.938,17.086000000000002,5.176,5.952,0.0,29.076,0.0,5.0,1,2
43,216,0.14950552646887727,6.666666666666667,3,15,0.0,0.0,25.176666666666662,74.14999999999999,0.6733333333333333,0.0,0.0,0.0,3.0,2,6
44,219,0.3263525305410122,0.0,7,18,60.78,0.0,7.08,0.0,0.0,0.0,32.14,0.0,1.0,8,3
45,220,0.10529377545084348,1.81,1,14,7.506666666666667,3.81,56.56333333333333,8.976666666666667,14.426666666666668,8.713333333333333,0.0,0.0,3.0,5,1
46,223,0.15183246073298431,23.84,4,19,0.0,13.08,27.6,35.93,14.91,8.48,0.0,0.0,1.0,2,6
47,224,0.24258289703315883,1.09,7,18,15.04,18.39,45.89,17.33,3.35,0.0,0.0,0.0,1.0,8,3
48,225,0.25559257496430277,18.805,1,1,22.782272727272726,47.90136363636364,14.397727272727272,5.881363636363637,3.627727272727273,0.0,5.411363636363636,0.0,22.0,4,7
49,247,0.005235602094240836,0.0,3,14,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,2,6
50,248,0.1878999418266434,10.475,7,12,20.966666666666665,16.063333333333336,54.37833333333334,5.233333333333333,2.111666666666667,1.2483333333333333,0.0,0.0,6.0,5,1
51,254,0.4537521815008726,3.1825,3,9,18.8,50.27,15.965,5.815,1.11,0.0,0.0,8.0375,4.0,1,2
52,258,0.04013961605584642,30.64,7,21,0.0,0.0,0.0,56.1,43.9,0.0,0.0,0.0,1.0,0,0
53,259,0.38120169533782094,16.72142857142857,6,22,42.28071428571428,44.18928571428573,6.1085714285714285,4.228571428571429,1.6949999999999998,0.2292857142857143,1.270714285714286,0.0,14.0,4,7
54,273,0.38917975567190227,5.13,3,20,31.85,30.42,12.51,11.6,13.61,0.0,0.0,0.0,1.0,1,2
55,274,0.15369400814426992,1.3266666666666669,1,16,15.789333333333332,40.084,7.281333333333333,6.295333333333334,4.274666666666667,0.0,26.276666666666664,0.0,15.0,4,7
56,289,0.2705061082024433,8.726666666666667,7,18,18.73333333333333,39.53333333333333,9.096666666666666,18.12666666666667,10.366666666666667,4.1433333333333335,0.0,0.0,3.0,1,2
57,292,0.24258289703315883,5.65,4,20,6.03,4.07,49.06,4.93,0.0,0.0,35.92,0.0,1.0,5,1
58,293,0.08900523560209425,13.75,3,14,12.55,0.0,69.47,17.99,0.0,0.0,0.0,0.0,1.0,5,1
59,294,0.20767888307155324,11.39,1,13,0.0,0.0,53.03,15.7,23.44,7.83,0.0,0.0,1.0,5,1
60,295,0.16649214659685865,2.493,5,14,39.48800000000001,35.142,19.95800000000001,4.823,0.212,0.377,0.0,0.0,10.0,4,7
61,305,0.20506108202443282,5.7387500000000005,1,10,23.36125,52.69375,19.715,1.5875,2.64125,0.0,0.0,0.0,8.0,1,2
62,313,0.04712041884816754,24.63,1,11,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,2,6
63,314,0.008726003490401396,0.14,1,12,0.0,0.0,4.72,0.0,0.0,0.0,95.28,0.0,2.0,7,8
64,316,0.16579406631762653,13.05,7,14,24.45,0.0,29.22,19.09,23.12,0.0,4.11,0.0,1.0,8,3
65,317,0.02268760907504363,9.625,7,13,6.215,0.0,9.61,0.0,0.0,0.0,84.18,0.0,2.0,7,8
66,319,0.23560209424083772,8.73,5,2,17.71,7.04,20.6,51.91,2.74,0.0,0.0,0.0,1.0,2,6
67,320,0.23885980221058756,2.4100000000000006,1,10,12.175333333333333,47.374,22.514000000000003,7.956666666666666,1.1733333333333331,2.6086666666666662,6.198666666666666,0.0,15.0,4,7
68,335,0.4712041884816754,9.357500000000002,7,23,56.11,17.752499999999998,17.4925,5.757499999999999,2.2375,0.0,0.6475,0.0,4.0,8,3
69,339,0.22862129144851662,12.776666666666664,3,8,25.32333333333333,28.626666666666665,27.703333333333333,13.076666666666666,4.3966666666666665,0.0,0.0,0.8744444444444445,9.0,4,7
70,348,0.18760907504363003,11.5975,1,1,25.1575,41.5725,11.48125,4.095,1.0175,0.0,16.67875,0.0,8.0,4,7
71,356,0.10529377545084348,16.786666666666665,1,13,23.19666666666667,46.54999999999999,15.623333333333331,0.0,6.6933333333333325,0.0,1.5933333333333335,6.343333333333334,3.0,1,2
73,360,0.17975567190226877,6.75,1,19,55.42,0.0,44.58,0.0,0.0,0.0,0.0,0.0,1.0,8,3
74,361,0.20349040139616056,11.384,1,21,23.634,32.986000000000004,33.778000000000006,7.07,1.806,0.724,0.0,0.0,5.0,1,2
75,366,0.16198635570363318,5.533636363636362,7,17,19.79636363636364,30.27272727272728,6.880000000000001,9.47,9.712727272727273,0.4036363636363637,23.463636363636365,0.0,11.0,4,7
76,377,0.11343804537521815,14.575,5,12,32.510000000000005,0.0,24.97,39.69,2.835,0.0,0.0,0.0,2.0,2,6
77,379,0.11227457824316461,2.95,1,11,15.698333333333336,4.685,17.048333333333336,18.3,19.716666666666665,0.4716666666666667,24.078333333333337,0.0,6.0,8,3
78,385,0.17277486910994766,7.9700000000000015,2,13,15.446666666666664,45.61333333333334,8.133333333333333,30.80666666666667,0.0,0.0,0.0,0.0,3.0,1,2
79,388,0.13089005235602094,12.09,1,19,60.89,0.0,20.79,16.22,2.1,0.0,0.0,0.0,1.0,8,3
80,389,0.0924956369982548,2.99,4,21,15.9,3.15,44.05,0.0,0.0,0.0,36.905,0.0,2.0,5,1
81,391,0.37801047120418846,18.102,5,10,17.448,38.09,32.692,1.94,6.888,2.684,0.26,0.0,5.0,1,2
82,396,0.33612565445026177,7.278,3,22,25.324,12.366,33.762,10.706,5.13,0.0,12.712,0.0,5.0,8,3
83,401,0.11692844677137873,12.035,2,19,12.295,0.0,5.4,73.715,8.59,0.0,0.0,0.0,2.0,2,6
84,403,0.11692844677137873,4.22,5,0,19.05,54.07,26.88,0.0,0.0,0.0,0.0,0.0,1.0,1,2
85,404,0.06108202443280978,1.4,4,22,10.14,8.11,52.34,9.74,0.0,0.0,0.0,19.67,1.0,5,1
86,405,0.3089005235602094,4.03,2,13,38.79,20.655,15.055,16.36,0.0,7.735,1.405,0.0,2.0,8,3
87,407,0.2094240837696335,12.52875,5,12,34.825,0.0,27.49125,11.78375,23.3725,2.52625,0.0,0.0,8.0,8,3
88,415,0.10296684118673649,15.13,1,16,19.11,8.83,24.18,47.88,0.0,0.0,0.0,0.0,1.0,2,6
89,416,0.21465968586387435,39.77,1,22,11.86,18.13,3.35,54.06,12.6,0.0,0.0,0.0,1.0,2,6
90,417,0.08202443280977312,4.02,7,15,12.06,0.0,39.13,5.05,19.55,24.2,0.0,0.0,1.0,9,5
91,418,0.2844677137870855,4.475,5,16,60.760000000000005,0.0,14.855,14.415,9.97,0.0,0.0,0.0,2.0,8,3
92,420,0.18440954043048285,0.8966666666666666,2,23,38.99,0.0,0.7833333333333333,34.20666666666667,15.173333333333332,6.583333333333333,2.376666666666667,1.893333333333333,3.0,8,3
93,423,0.005235602094240836,0.0,2,22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,3
94,424,0.32460732984293195,3.01,3,18,87.6825,0.0,5.3125,6.3125,0.695,0.0,0.0,0.0,4.0,8,3
95,428,0.4904013961605585,4.045,6,3,27.775,14.47,30.47,9.155,1.945,0.0,7.895,0.0,2.0,8,3
96,430,0.18324607329842932,12.72,2,12,16.64,26.005,6.935,0.0,2.17,0.0,48.25,0.0,2.0,7,8
97,432,0.10296684118673649,22.14,7,23,30.34,0.0,69.66,0.0,0.0,0.0,0.0,0.0,1.0,5,1
98,433,0.22862129144851662,5.47,1,18,27.59,0.0,47.58,24.83,0.0,0.0,0.0,0.0,1.0,8,3
99,434,0.13787085514834208,11.79,1,22,69.35,0.0,5.24,25.41,0.0,0.0,0.0,0.0,1.0,8,3
100,435,0.544502617801047,49.962500000000006,1,21,81.62,0.0,15.8325,1.06,0.0,0.0,1.05,0.0,4.0,3,4
101,439,0.08202443280977312,8.875,5,0,0.0,5.085,45.295,0.0,0.0,0.0,49.620000000000005,0.0,2.0,7,8
102,441,0.47294938917975565,5.79,2,12,20.61,4.6,51.37,23.43,0.0,0.0,0.0,0.0,1.0,8,3
103,442,0.2006980802792321,0.26,1,19,61.61,0.0,4.44,5.845,5.925000000000001,20.48,0.0,1.7,2.0,9,5
104,444,0.23211169284467714,1.3233333333333333,5,11,7.578333333333333,16.59,28.31,11.615,6.458333333333333,2.353333333333333,27.093333333333334,0.0,6.0,8,3
105,450,0.012216404886561956,0.0,6,12,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,7,8
106,451,0.05410122164048866,6.44,4,20,20.26,0.0,79.74,0.0,0.0,0.0,0.0,0.0,1.0,5,1
107,452,0.280977312390925,6.847499999999999,1,18,11.9375,25.6575,20.2025,13.6825,1.4475,0.0,27.067500000000003,0.0,4.0,1,2
108,456,0.0924956369982548,1.49,2,16,20.895,38.45,11.965,7.819999999999999,10.010000000000002,10.86,0.0,0.0,2.0,1,2
109,458,0.12274578243164627,7.348333333333334,1,16,17.105,0.0,34.71666666666666,21.32,16.021666666666665,5.226666666666667,0.0,5.608333333333333,6.0,8,3
110,464,0.05759162303664921,16.950000000000003,7,10,11.62,0.0,28.375,28.55,31.455,0.0,0.0,0.0,2.0,2,6
111,466,0.10296684118673649,12.97,1,10,0.0,0.0,21.96,69.61,8.43,0.0,0.0,0.0,1.0,2,6
112,467,0.24806781351283969,3.911428571428572,1,16,28.66071428571429,21.74642857142857,23.465000000000003,11.031428571428568,4.558571428571428,0.6378571428571428,9.899285714285712,0.0,14.0,4,7
113,481,0.3886811269010222,4.242857142857143,7,22,19.57,57.855,11.21,9.719285714285716,0.5192857142857142,0.11,1.0178571428571428,0.0,14.0,4,7
114,495,0.15532286212914487,11.704999999999998,7,19,31.096666666666668,28.746666666666663,15.926666666666668,9.82,6.118333333333333,0.0,8.295,0.0,6.0,1,2
116,502,0.2774869109947644,3.355,2,20,28.825,53.6225,5.734999999999999,6.865,4.9525,0.0,0.0,0.0,4.0,1,2
117,506,0.1692844677137871,8.925,6,11,17.38,32.475,13.85,18.255000000000003,7.315,0.0,10.725,0.0,2.0,1,2
118,508,0.23792902850494474,3.801666666666667,7,16,38.048333333333325,0.0,25.27666666666666,19.256666666666664,10.376666666666669,0.91,6.13,0.0,6.0,8,3
119,514,0.11692844677137873,16.8,2,19,22.71,0.0,0.0,33.73,43.55,0.0,0.0,0.0,1.0,0,0
120,515,0.1368735976065819,5.132857142857143,7,20,34.87285714285714,8.584285714285715,27.80142857142857,16.99,5.2557142857142845,0.0,6.4957142857142856,0.0,7.0,8,3
121,522,0.5055264688772542,1.2466666666666668,3,23,11.058333333333335,38.34333333333333,38.88333333333333,7.479999999999999,4.239999999999999,0.0,0.0,0.0,6.0,1,2
122,528,0.1273996509598604,13.455,7,12,11.275,0.0,7.87,30.025,17.740000000000002,5.915,27.185,0.0,2.0,2,6
123,530,0.15183246073298431,17.345,1,15,5.53,0.0,0.795,33.985,1.45,0.0,58.24,0.0,2.0,7,8
124,532,0.9518324607329842,4.018,1,13,23.702,50.446,14.655,5.869,4.875,0.4529999999999999,0.0,0.0,10.0,4,7
125,542,0.08062827225130892,37.71,7,22,10.664,13.974,2.256,16.39,21.274,0.0,35.44199999999999,0.0,5.0,7,8
126,547,0.3019197207678883,11.34,6,13,11.305,0.0,30.385,29.51,18.405,0.48,9.92,0.0,2.0,8,3
127,549,0.2006980802792321,4.41,2,15,42.06,0.0,12.22,18.74,5.25,21.74,0.0,0.0,1.0,9,5
128,550,0.13787085514834208,0.95,7,18,5.84,16.64,13.82,46.85,16.85,0.0,0.0,0.0,1.0,2,6
129,551,0.05410122164048866,25.04,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,6,9
130,552,0.25654450261780104,9.15,3,20,47.72,0.0,26.685,19.535,6.065,0.0,0.0,0.0,2.0,8,3
131,554,0.24956369982547993,26.09,1,21,4.55,13.71,2.57,33.45,0.0,0.0,45.72,0.0,1.0,2,6
132,555,0.17277486910994766,4.89,6,13,19.38,0.0,61.08,19.54,0.0,0.0,0.0,0.0,1.0,5,1
133,556,0.07504363001745201,17.88,7,11,24.94,0.0,8.55,66.51,0.0,0.0,0.0,0.0,1.0,2,6
134,557,0.20767888307155324,8.23,1,14,26.32,0.0,16.995,34.620000000000005,20.795,0.0,1.265,0.0,2.0,8,3
135,559,0.24956369982547993,13.84,4,12,30.904,1.192,27.104000000000003,24.248,15.718,0.0,0.834,0.0,5.0,8,3
136,564,0.0331588132635253,17.743750000000002,1,13,5.827500000000001,0.31375,68.4125,7.1325,18.31375,0.0,0.0,0.0,8.0,5,1
138,573,0.35078534031413616,10.0475,3,16,35.42,0.0,19.0025,36.39,5.1325,2.405,0.0,1.6475,4.0,8,3
140,578,0.13089005235602094,66.86,6,0,0.0,0.0,0.0,46.12,15.34,0.0,38.54,0.0,1.0,2,6
141,579,0.09598603839441536,5.68,5,22,0.0,0.0,69.845,0.0,0.0,0.0,0.0,30.155,2.0,5,1
142,581,0.06457242582897033,7.101666666666667,4,11,5.378333333333334,0.0,14.911666666666669,20.101666666666667,11.401666666666666,3.431666666666666,42.05833333333334,2.716666666666667,6.0,7,8
143,587,0.1099476439790576,8.37,5,20,26.01,0.0,73.99,0.0,0.0,0.0,0.0,0.0,1.0,5,1
144,588,0.06806282722513088,4.255,7,22,35.875,0.0,37.16,16.595,10.37,0.0,0.0,0.0,2.0,8,3
145,590,0.06527050610820245,5.162,2,11,10.792000000000002,0.0,0.988,28.05,48.114,0.0,0.0,12.053999999999998,5.0,0,0
146,595,0.31239092495637,17.93375,4,10,13.4425,48.53625,8.44,20.58125,8.26625,0.645,0.08625,0.0,8.0,1,2
147,603,0.3193717277486911,23.92,4,21,33.99,0.0,6.44,0.0,0.0,0.0,59.57,0.0,1.0,7,8
148,604,0.23734729493891799,2.2525,4,18,13.8475,0.0,46.3275,27.345,12.035,0.445,0.0,0.0,4.0,8,3
149,608,0.02617801047120419,53.29,7,22,13.31,3.76,0.0,41.68,0.0,0.0,41.24,0.0,1.0,2,6
151,610,0.22862129144851662,28.21,5,12,23.365,0.0,9.98,34.03,11.935,0.0,10.66,0.0,2.0,8,3
152,612,0.04363001745200699,0.7,4,18,9.22,0.0,1.595,10.295,14.51,0.0,64.375,0.0,2.0,7,8
153,614,0.2774869109947644,24.13,4,11,0.0,0.0,17.71,82.29,0.0,0.0,0.0,0.0,1.0,2,6
154,615,0.193717277486911,11.73,1,0,3.5700000000000003,18.06,70.65,4.945,2.775,0.0,0.0,0.0,2.0,5,1
155,617,0.12856311809191392,5.346666666666667,6,22,19.596666666666668,0.0,15.99,23.096666666666664,35.053333333333335,6.266666666666667,0.0,0.0,3.0,8,3
156,620,0.15881326352530542,1.69,1,15,11.32,0.0,0.0,37.45,24.56,26.67,0.0,0.0,1.0,9,5
157,621,0.05410122164048866,22.06,2,9,0.0,13.79,0.0,60.17,26.05,0.0,0.0,0.0,1.0,2,6
158,622,0.18254799301919722,3.652,5,11,43.824,2.67,30.886,9.58,4.516,0.0,0.0,8.522,5.0,8,3
159,627,0.15881326352530542,7.535,1,23,45.895,0.0,54.105,0.0,0.0,0.0,0.0,0.0,2.0,5,1
160,629,0.07434554973821988,4.421,1,20,4.587000000000001,12.23,14.599,14.268,6.678,8.333000000000002,39.307,0.0,10.0,4,7
161,639,0.3089005235602094,9.135,3,18,47.065,0.0,17.705,28.185,0.815,2.355,3.88,0.0,2.0,8,3
162,641,0.23560209424083772,13.02,3,9,1.08,49.99,23.66,24.0,0.0,0.0,0.0,1.26,1.0,1,2
163,642,0.10219119643203414,6.287777777777778,4,10,28.60333333333333,33.221111111111114,29.778888888888886,0.8966666666666667,6.855555555555556,0.0,0.6411111111111111,0.0,9.0,4,7
164,651,0.15648632926119838,23.676666666666662,2,14,3.126666666666667,0.0,3.19,78.96666666666667,13.816666666666668,0.0,0.9,0.0,3.0,2,6
165,654,0.15881326352530542,26.38,3,22,0.0,0.0,4.76,34.1,53.87,7.26,0.0,0.0,1.0,0,0
166,655,0.08202443280977312,12.64,3,4,0.0,0.0,0.0,0.0,12.52,0.0,0.0,87.48,1.0,6,9
167,656,0.13321698662012796,2.41,7,18,26.42,20.58333333333333,45.18666666666667,1.55,6.260000000000001,0.0,0.0,0.0,3.0,5,1
168,659,0.1634671320535195,9.351666666666668,3,14,53.49666666666666,1.2616666666666667,20.58,10.51,11.248333333333331,2.901666666666667,0.0,0.0,6.0,8,3
169,665,0.13089005235602094,32.17,7,19,55.09,0.0,44.91,0.0,0.0,0.0,0.0,0.0,1.0,8,3
170,666,0.2460732984293194,9.0775,3,14,47.56,16.57,13.1025,14.915,7.854999999999999,0.0,0.0,0.0,4.0,8,3
171,670,0.20767888307155324,15.68,6,22,25.86,21.74,27.18,25.22,0.0,0.0,0.0,0.0,1.0,8,3
172,671,0.05727431381881646,2.27,1,20,21.89090909090909,14.795454545454543,38.00090909090909,11.11,13.073636363636364,1.1263636363636365,0.0,0.0,11.0,4,7
173,682,0.08900523560209425,13.91,7,12,44.31,0.0,40.13,0.0,15.57,0.0,0.0,0.0,1.0,8,3
174,683,0.15083520319122415,4.867142857142857,4,12,24.438571428571432,41.32285714285714,21.195714285714285,6.251428571428572,5.567142857142857,0.0,1.2242857142857144,0.0,7.0,1,2
175,690,0.22862129144851662,4.99,1,10,34.74,14.77,38.33,2.87,9.29,0.0,0.0,0.0,1.0,8,3
176,691,0.3403141361256545,7.5,4,9,22.71,0.0,33.09,40.61,3.59,0.0,0.0,0.0,1.0,8,3
177,692,0.14485165794066318,6.97,1,0,7.48,0.0,35.93,29.4,19.24,0.0,0.0,7.95,1.0,8,3
178,693,0.14310645724258292,16.23,7,9,17.37,24.405,29.525,11.1125,2.0575,0.0,15.5275,0.0,4.0,8,3
179,697,0.07504363001745201,16.19,2,12,22.42,0.0,48.9,28.67,0.0,0.0,0.0,0.0,1.0,5,1
180,698,0.20914852576467347,6.064736842105263,2,21,17.676315789473684,35.6778947368421,19.63473684210526,9.857894736842104,0.4621052631578947,0.1047368421052631,15.304736842105262,0.0,19.0,4,7
181,717,0.12390924956369984,4.72,4,7,35.705,0.0,31.23,27.535,5.53,0.0,0.0,0.0,2.0,8,3
182,719,0.19720767888307156,6.005,1,18,20.955,0.0,67.165,10.375,1.505,0.0,0.0,0.0,2.0,5,1
183,721,0.012216404886561956,0.0,7,19,0.0,0.0,0.0,15.39,0.0,0.0,84.61,0.0,1.0,7,8
184,722,0.19197207678883071,8.982500000000002,1,23,11.8025,30.2925,5.672499999999999,40.065,12.165,0.0,0.0,0.0,4.0,2,6
185,726,0.04013961605584642,3.9,1,0,0.0,0.0,0.0,78.49,21.51,0.0,0.0,0.0,1.0,2,6
186,727,0.08900523560209425,5.02,3,17,4.86,0.0,68.7,26.45,0.0,0.0,0.0,0.0,1.0,5,1
187,728,0.0331588132635253,41.19,5,22,0.0,0.0,7.47,31.47,0.0,0.0,61.06,0.0,1.0,7,8
188,729,0.21465968586387435,6.3,1,9,32.92,0.0,19.35,45.67,2.06,0.0,0.0,0.0,1.0,2,6
189,730,0.476171298160827,2.5292307692307694,1,14,39.36384615384615,23.85538461538461,16.164615384615384,12.741538461538465,1.9315384615384612,5.940769230769231,0.0,0.0,13.0,4,7
190,743,0.23560209424083772,10.4,7,13,2.28,0.0,13.34,71.41,12.97,0.0,0.0,0.0,1.0,2,6
191,744,0.04363001745200699,7.595,7,22,0.0,5.865,21.18,19.78,0.0,0.0,53.17,0.0,2.0,7,8
192,746,0.24258289703315883,0.0,7,23,13.23,0.0,3.34,51.0,22.28,0.0,0.0,10.15,1.0,2,6
193,747,0.044793484584060496,2.283333333333333,3,8,20.44,0.0,31.00666666666667,37.66666666666666,10.886666666666663,0.0,0.0,0.0,3.0,2,6
194,750,0.1890634089586969,3.605,7,15,25.195000000000004,10.995,14.736666666666666,13.715000000000002,6.408333333333334,4.641666666666667,24.305,0.0,6.0,8,3
195,756,0.33798720186154735,9.723333333333334,2,17,11.4,33.583333333333336,18.17333333333333,27.546666666666667,6.973333333333334,0.0,2.3266666666666667,0.0,3.0,1,2
196,759,0.005235602094240836,20.05,3,16,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0,0
197,760,0.15066899360093075,0.0983333333333333,4,11,19.16,43.35833333333334,8.43,1.1833333333333331,5.956666666666666,20.42,1.4916666666666665,0.0,6.0,9,5
198,766,0.17277486910994766,15.3,2,22,15.99,0.0,27.2,29.27,1.58,0.0,0.0,25.96,1.0,8,3
199,767,0.08900523560209425,-18.880000000000003,3,3,32.595,0.0,50.255,10.425,6.725,0.0,0.0,0.0,2.0,5,1
200,769,0.3612565445026178,1.98,6,12,13.945,40.005,34.015,5.04,3.715,2.315,0.96,0.0,2.0,1,2
201,771,0.13787085514834208,7.35,4,23,37.72,0.0,26.48,22.43,13.38,0.0,0.0,0.0,1.0,8,3
202,772,0.16579406631762653,7.46,7,22,0.0,26.81,45.49,27.7,0.0,0.0,0.0,0.0,1.0,5,1
203,773,0.3863874345549738,8.44,2,17,27.324,17.856,19.140000000000004,25.6,7.917999999999999,2.16,0.0,0.0,5.0,8,3
204,778,0.14485165794066318,0.88,2,12,27.92,18.34,25.18,0.0,0.0,0.0,28.55,0.0,1.0,8,3
205,779,0.22862129144851662,5.03,3,1,22.79,0.0,39.4,25.17,12.64,0.0,0.0,0.0,1.0,8,3
206,780,0.18512552020405426,12.523076923076925,1,16,28.91846153846154,0.0,38.883076923076935,27.28076923076923,3.069230769230769,1.8484615384615384,0.0,0.0,13.0,4,7
207,793,0.237596609324358,11.47,5,21,12.604285714285714,13.295714285714284,40.46142857142856,29.38428571428571,4.254285714285714,0.0,0.0,0.0,7.0,8,3
