InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
550542,22261,FELT EGG COSY WHITE RABBIT ,1,4/19/2011 11:37,1.63,NA,United Kingdom
550638,22261,FELT EGG COSY WHITE RABBIT ,4,4/19/2011 15:44,1.63,NA,United Kingdom
550992,22261,FELT EGG COSY WHITE RABBIT ,2,4/21/2011 19:05,0.85,14512,United Kingdom
551339,22261,FELT EGG COSY WHITE RABBIT ,1,4/27/2011 17:18,1.63,NA,United Kingdom
554511,22261,FELT EGG COSY WHITE RABBIT ,1,5/24/2011 15:52,1.63,NA,United Kingdom
555397,22261,FELT EGG COSY WHITE RABBIT ,1,6/2/2011 17:26,1.63,NA,United Kingdom
540026,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,1/4/2011 13:25,5.91,NA,United Kingdom
540154,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,10,1/5/2011 11:30,5.91,NA,United Kingdom
540352,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,1/6/2011 14:27,5.91,NA,United Kingdom
540355,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,1/6/2011 15:11,6.77,NA,United Kingdom
540468,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,1/7/2011 13:55,5.91,NA,United Kingdom
540681,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,1/10/2011 16:25,5.91,NA,United Kingdom
540848,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,3,1/12/2011 9:26,5.91,NA,United Kingdom
540977,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,1/12/2011 15:01,5.91,NA,United Kingdom
541422,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,1/17/2011 17:48,5.79,NA,United Kingdom
541423,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,1/17/2011 17:54,5.79,NA,United Kingdom
544205,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,2/17/2011 10:31,6.63,NA,United Kingdom
544673,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,2/22/2011 15:46,2.95,13421,United Kingdom
545217,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2/28/2011 16:59,5.79,NA,United Kingdom
545288,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,4,3/1/2011 11:48,2.95,15311,United Kingdom
545431,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,3/2/2011 14:58,2.55,12873,United Kingdom
546013,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,3/8/2011 16:38,2.95,16495,United Kingdom
547552,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,3/23/2011 15:55,6.63,NA,United Kingdom
547565,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,3/24/2011 9:21,2.55,13035,United Kingdom
548715,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,3,4/3/2011 15:22,2.95,17758,United Kingdom
C549191,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-40,4/7/2011 10:15,2.55,16422,United Kingdom
549259,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,4/7/2011 12:33,2.95,13712,United Kingdom
549262,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,4/7/2011 12:38,2.95,14465,United Kingdom
549262,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,4/7/2011 12:38,2.95,14465,United Kingdom
549295,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,4/7/2011 19:49,5.79,NA,United Kingdom
550471,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,4/18/2011 13:52,5.79,NA,United Kingdom
552234,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,4,5/6/2011 16:01,5.79,NA,United Kingdom
552642,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,5/10/2011 13:22,2.95,14288,United Kingdom
552671,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,5/10/2011 15:06,6.63,NA,United Kingdom
555925,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,6/7/2011 17:13,5.79,NA,United Kingdom
556095,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,6/8/2011 15:27,6.63,NA,United Kingdom
556812,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,6/14/2011 17:25,5.79,NA,United Kingdom
557891,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,6/23/2011 14:05,2.95,17652,United Kingdom
558117,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,4,6/27/2011 9:11,6.63,NA,United Kingdom
558310,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,320,6/28/2011 11:20,2.55,16671,United Kingdom
558459,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,6/29/2011 14:20,2.95,15334,United Kingdom
558467,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,10,6/29/2011 15:22,2.95,17757,United Kingdom
540040,21731,RED TOADSTOOL LED NIGHT LIGHT,48,1/4/2011 14:20,1.65,12483,Sweden
540157,21731,RED TOADSTOOL LED NIGHT LIGHT,4,1/5/2011 11:41,1.65,15311,United Kingdom
540249,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/5/2011 16:00,1.65,15298,United Kingdom
540372,21731,RED TOADSTOOL LED NIGHT LIGHT,24,1/6/2011 16:41,1.65,13081,United Kingdom
540410,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/7/2011 10:04,1.65,12530,Germany
540418,21731,RED TOADSTOOL LED NIGHT LIGHT,1,1/7/2011 11:04,3.36,NA,United Kingdom
540455,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/7/2011 12:07,1.65,12583,France
540458,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/7/2011 12:28,1.65,12501,Germany
540462,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/7/2011 12:45,1.65,16779,United Kingdom
540550,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/10/2011 9:11,1.65,12539,Spain
540642,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/10/2011 13:22,1.65,12681,France
540821,21731,RED TOADSTOOL LED NIGHT LIGHT,1,1/11/2011 13:16,3.36,NA,United Kingdom
540824,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/11/2011 13:31,1.65,12728,France
540848,21731,RED TOADSTOOL LED NIGHT LIGHT,1,1/12/2011 9:26,3.36,NA,United Kingdom
540976,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/12/2011 15:00,1.65,12652,France
540995,21731,RED TOADSTOOL LED NIGHT LIGHT,3,1/13/2011 9:30,3.29,NA,United Kingdom
541120,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/14/2011 9:13,1.65,12490,France
541129,21731,RED TOADSTOOL LED NIGHT LIGHT,2,1/14/2011 10:14,4.13,NA,United Kingdom
541130,21731,RED TOADSTOOL LED NIGHT LIGHT,2,1/14/2011 10:15,4.13,NA,United Kingdom
541131,21731,RED TOADSTOOL LED NIGHT LIGHT,3,1/14/2011 10:16,4.13,NA,United Kingdom
541132,21731,RED TOADSTOOL LED NIGHT LIGHT,1,1/14/2011 10:17,4.13,NA,United Kingdom
541133,21731,RED TOADSTOOL LED NIGHT LIGHT,3,1/14/2011 10:17,4.13,NA,United Kingdom
541138,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/14/2011 10:42,1.65,12553,France
541206,21731,RED TOADSTOOL LED NIGHT LIGHT,288,1/14/2011 12:24,1.45,14646,Netherlands
541219,21731,RED TOADSTOOL LED NIGHT LIGHT,1,1/14/2011 14:06,3.29,NA,United Kingdom
541280,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/17/2011 11:57,1.65,15296,United Kingdom
541421,21731,RED TOADSTOOL LED NIGHT LIGHT,1,1/17/2011 17:44,3.29,NA,United Kingdom
541423,21731,RED TOADSTOOL LED NIGHT LIGHT,1,1/17/2011 17:54,3.29,NA,United Kingdom
541491,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/18/2011 14:04,1.65,12510,Spain
541495,21731,RED TOADSTOOL LED NIGHT LIGHT,1,1/18/2011 14:59,4.13,NA,United Kingdom
541496,21731,RED TOADSTOOL LED NIGHT LIGHT,1,1/18/2011 15:00,4.13,NA,United Kingdom
541507,21731,RED TOADSTOOL LED NIGHT LIGHT,1,1/18/2011 16:05,4.13,NA,United Kingdom
541518,21731,RED TOADSTOOL LED NIGHT LIGHT,24,1/19/2011 9:05,1.65,12451,Switzerland
541567,21731,RED TOADSTOOL LED NIGHT LIGHT,24,1/19/2011 11:51,1.65,12681,France
541569,21731,RED TOADSTOOL LED NIGHT LIGHT,24,1/19/2011 12:14,1.65,13520,Switzerland
541575,21731,RED TOADSTOOL LED NIGHT LIGHT,8,1/19/2011 13:21,1.65,15311,United Kingdom
541584,21731,RED TOADSTOOL LED NIGHT LIGHT,1,1/19/2011 14:12,4.13,NA,United Kingdom
541695,21731,RED TOADSTOOL LED NIGHT LIGHT,2,1/20/2011 18:01,3.29,NA,United Kingdom
541810,21731,RED TOADSTOOL LED NIGHT LIGHT,2,1/21/2011 15:00,4.13,NA,United Kingdom
541827,21731,RED TOADSTOOL LED NIGHT LIGHT,1,1/21/2011 17:05,3.29,NA,United Kingdom
541830,21731,RED TOADSTOOL LED NIGHT LIGHT,4,1/21/2011 17:09,3.29,NA,United Kingdom
541848,21731,RED TOADSTOOL LED NIGHT LIGHT,4,1/23/2011 13:31,1.65,17611,United Kingdom
541866,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/24/2011 9:25,1.65,16477,United Kingdom
541870,21731,RED TOADSTOOL LED NIGHT LIGHT,1,1/24/2011 9:39,3.29,NA,United Kingdom
541878,21731,RED TOADSTOOL LED NIGHT LIGHT,1,1/24/2011 10:28,4.13,NA,United Kingdom
541879,21731,RED TOADSTOOL LED NIGHT LIGHT,1,1/24/2011 10:31,4.13,NA,United Kingdom
541880,21731,RED TOADSTOOL LED NIGHT LIGHT,24,1/24/2011 10:38,1.65,13819,United Kingdom
541993,21731,RED TOADSTOOL LED NIGHT LIGHT,2,1/25/2011 9:37,4.13,NA,United Kingdom
542003,21731,RED TOADSTOOL LED NIGHT LIGHT,2,1/25/2011 11:07,1.65,15311,United Kingdom
542080,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/25/2011 12:16,1.65,13815,Germany
542084,21731,RED TOADSTOOL LED NIGHT LIGHT,24,1/25/2011 12:31,1.65,14680,United Kingdom
542115,21731,RED TOADSTOOL LED NIGHT LIGHT,1,1/25/2011 14:01,4.13,NA,United Kingdom
542237,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/26/2011 14:30,1.65,12347,Iceland
542252,21731,RED TOADSTOOL LED NIGHT LIGHT,3,1/26/2011 16:01,4.13,NA,United Kingdom
542303,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/27/2011 11:05,1.65,12539,Spain
542344,21731,RED TOADSTOOL LED NIGHT LIGHT,1,1/27/2011 11:30,3.29,NA,United Kingdom
542375,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/27/2011 13:42,1.65,12626,Germany
542610,21731,RED TOADSTOOL LED NIGHT LIGHT,10,1/30/2011 14:05,1.65,13148,United Kingdom
542622,21731,RED TOADSTOOL LED NIGHT LIGHT,2,1/31/2011 9:09,3.29,NA,United Kingdom
542624,21731,RED TOADSTOOL LED NIGHT LIGHT,3,1/31/2011 9:48,4.13,NA,United Kingdom
542625,21731,RED TOADSTOOL LED NIGHT LIGHT,3,1/31/2011 9:50,4.13,NA,United Kingdom
542735,21731,RED TOADSTOOL LED NIGHT LIGHT,24,1/31/2011 15:36,1.65,12681,France
C542781,21731,RED TOADSTOOL LED NIGHT LIGHT,-12,2/1/2011 9:38,1.65,12626,Germany
542886,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2/1/2011 13:09,1.65,16515,United Kingdom
542904,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2/1/2011 14:58,1.65,12682,France
542998,21731,RED TOADSTOOL LED NIGHT LIGHT,4,2/2/2011 12:16,4.13,NA,United Kingdom
543008,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2/2/2011 13:07,1.65,13824,United Kingdom
543013,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2/2/2011 13:35,3.29,NA,United Kingdom
543188,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2/4/2011 11:45,1.65,12567,France
543237,21731,RED TOADSTOOL LED NIGHT LIGHT,6,2/4/2011 13:39,4.13,NA,United Kingdom
543252,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2/4/2011 14:58,1.65,17685,United Kingdom
543275,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2/6/2011 12:49,1.65,13584,United Kingdom
543306,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2/7/2011 11:56,1.65,16686,United Kingdom
543358,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2/7/2011 14:04,3.29,NA,United Kingdom
543448,21731,RED TOADSTOOL LED NIGHT LIGHT,5,2/8/2011 12:12,4.13,NA,United Kingdom
543467,21731,RED TOADSTOOL LED NIGHT LIGHT,3,2/8/2011 14:35,3.29,NA,United Kingdom
543546,21731,RED TOADSTOOL LED NIGHT LIGHT,3,2/9/2011 16:52,3.29,NA,United Kingdom
543658,21731,RED TOADSTOOL LED NIGHT LIGHT,30,2/11/2011 10:38,1.65,13819,United Kingdom
543660,21731,RED TOADSTOOL LED NIGHT LIGHT,4,2/11/2011 10:40,3.29,NA,United Kingdom
543713,21731,RED TOADSTOOL LED NIGHT LIGHT,10,2/11/2011 11:46,4.13,NA,United Kingdom
543731,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2/11/2011 11:57,1.65,17677,United Kingdom
543826,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2/14/2011 9:41,3.29,NA,United Kingdom
543839,21731,RED TOADSTOOL LED NIGHT LIGHT,5,2/14/2011 11:08,1.65,17811,United Kingdom
543909,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2/14/2011 12:32,3.29,NA,United Kingdom
543994,21731,RED TOADSTOOL LED NIGHT LIGHT,144,2/15/2011 10:41,1.45,12931,United Kingdom
544045,21731,RED TOADSTOOL LED NIGHT LIGHT,144,2/15/2011 12:12,1.45,13941,United Kingdom
544177,21731,RED TOADSTOOL LED NIGHT LIGHT,6,2/16/2011 14:27,1.65,13001,United Kingdom
544186,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2/16/2011 15:56,3.29,NA,United Kingdom
544214,21731,RED TOADSTOOL LED NIGHT LIGHT,29,2/17/2011 11:19,4.13,NA,United Kingdom
544278,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2/17/2011 12:01,1.65,15382,United Kingdom
544302,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2/17/2011 13:16,1.65,12654,Germany
544323,21731,RED TOADSTOOL LED NIGHT LIGHT,9,2/17/2011 15:51,3.29,NA,United Kingdom
544355,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2/18/2011 10:53,1.65,12714,France
544368,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2/18/2011 11:27,1.65,14057,United Kingdom
544392,21731,RED TOADSTOOL LED NIGHT LIGHT,48,2/18/2011 11:54,1.65,14680,United Kingdom
544444,21731,RED TOADSTOOL LED NIGHT LIGHT,4,2/20/2011 10:51,1.65,13246,United Kingdom
544450,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2/20/2011 12:23,1.65,17811,United Kingdom
544477,21731,RED TOADSTOOL LED NIGHT LIGHT,144,2/21/2011 10:07,1.25,16029,United Kingdom
544556,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2/21/2011 12:29,1.65,13477,United Kingdom
544645,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2/22/2011 11:58,1.65,16843,United Kingdom
544684,21731,RED TOADSTOOL LED NIGHT LIGHT,3,2/22/2011 16:32,3.29,NA,United Kingdom
544776,21731,RED TOADSTOOL LED NIGHT LIGHT,9,2/23/2011 11:39,4.13,NA,United Kingdom
544812,21731,RED TOADSTOOL LED NIGHT LIGHT,13,2/23/2011 15:58,3.29,NA,United Kingdom
544906,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2/24/2011 14:13,1.65,17017,United Kingdom
544933,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2/25/2011 8:44,1.65,12633,Germany
545022,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2/25/2011 14:24,1.65,12921,United Kingdom
545027,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2/25/2011 14:59,4.13,NA,United Kingdom
545055,21731,RED TOADSTOOL LED NIGHT LIGHT,4,2/27/2011 12:45,1.65,17516,United Kingdom
545065,21731,RED TOADSTOOL LED NIGHT LIGHT,144,2/27/2011 14:43,1.45,12431,Australia
545078,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2/28/2011 10:15,3.29,NA,United Kingdom
545154,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2/28/2011 13:09,1.65,12921,United Kingdom
545215,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2/28/2011 16:47,3.29,NA,United Kingdom
545217,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2/28/2011 16:59,3.29,NA,United Kingdom
545279,21731,RED TOADSTOOL LED NIGHT LIGHT,4,3/1/2011 11:36,1.65,17811,United Kingdom
545301,21731,RED TOADSTOOL LED NIGHT LIGHT,12,3/1/2011 12:26,1.65,12679,France
545342,21731,RED TOADSTOOL LED NIGHT LIGHT,12,3/2/2011 9:04,1.65,13497,United Kingdom
545464,21731,RED TOADSTOOL LED NIGHT LIGHT,3,3/3/2011 9:10,3.29,NA,United Kingdom
545583,21731,RED TOADSTOOL LED NIGHT LIGHT,12,3/4/2011 9:08,1.65,12553,France
545590,21731,RED TOADSTOOL LED NIGHT LIGHT,12,3/4/2011 10:24,1.65,15220,United Kingdom
545667,21731,RED TOADSTOOL LED NIGHT LIGHT,1,3/4/2011 16:07,3.29,NA,United Kingdom
545684,21731,RED TOADSTOOL LED NIGHT LIGHT,12,3/6/2011 11:52,1.65,15606,United Kingdom
545713,21731,RED TOADSTOOL LED NIGHT LIGHT,23,3/7/2011 10:11,4.13,NA,United Kingdom
545895,21731,RED TOADSTOOL LED NIGHT LIGHT,1,3/7/2011 17:14,3.29,NA,United Kingdom
545897,21731,RED TOADSTOOL LED NIGHT LIGHT,3,3/7/2011 17:22,3.29,NA,United Kingdom
545901,21731,RED TOADSTOOL LED NIGHT LIGHT,3,3/7/2011 17:52,1.65,15834,United Kingdom
545913,21731,RED TOADSTOOL LED NIGHT LIGHT,12,3/8/2011 10:39,1.65,16779,United Kingdom
545994,21731,RED TOADSTOOL LED NIGHT LIGHT,12,3/8/2011 13:50,1.65,12623,Germany
546007,21731,RED TOADSTOOL LED NIGHT LIGHT,1,3/8/2011 15:34,3.29,NA,United Kingdom
546008,21731,RED TOADSTOOL LED NIGHT LIGHT,1,3/8/2011 15:43,3.29,NA,United Kingdom
546034,21731,RED TOADSTOOL LED NIGHT LIGHT,12,3/9/2011 9:44,1.65,14032,United Kingdom
546105,21731,RED TOADSTOOL LED NIGHT LIGHT,2,3/9/2011 12:21,1.65,14662,United Kingdom
546105,21731,RED TOADSTOOL LED NIGHT LIGHT,2,3/9/2011 12:21,1.65,14662,United Kingdom
546133,21731,RED TOADSTOOL LED NIGHT LIGHT,12,3/9/2011 15:20,1.65,14291,United Kingdom
546136,21731,RED TOADSTOOL LED NIGHT LIGHT,2,3/9/2011 16:32,3.29,NA,United Kingdom
546252,21731,RED TOADSTOOL LED NIGHT LIGHT,12,3/10/2011 14:42,1.65,14930,Channel Islands
546304,21731,RED TOADSTOOL LED NIGHT LIGHT,6,3/10/2011 15:52,1.65,14077,United Kingdom
546373,21731,RED TOADSTOOL LED NIGHT LIGHT,24,3/11/2011 12:00,1.65,12583,France
